Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
19	4932687	4932740	1	MIR4747
11	17547259	17647150	1	OTOG
19	1616492	1616595	-1	RNU6-1223P
3	5080212	5084429	-1	UBTFL8
15	50648802	50686717	-1	
19	5842888	5851471	-1	FUT3
9	3751012	3759560	1	
9	90702556	90725969	-1	
9	30205381	30349709	-1	
9	78695128	78769265	1	
15	48408313	48645721	-1	FBN1
9	107363766	107383466	1	
12	104030779	104031543	1	
3	5086178	5086279	-1	Y_RNA
12	80068691	80068757	-1	RNU7-106P
3	5099627	5099861	1	CD24P5
12	80102899	80103333	-1	
12	80343515	80343792	-1	RN7SKP261
9	116101949	116107348	1	
3	5187646	5219958	1	EDEM1
12	80402178	80680273	1	PTPRQ
9	78755504	78775619	-1	
9	125426141	125438513	1	
HSCHR6_MHC_APD_CTG1	3406268	3418718	-1	TNXB
9	36258036	36259438	1	
9	67670110	67674792	1	
9	125241637	125260975	1	HSPA5-DT
HSCHR6_MHC_APD_CTG1	1421286	1430776	1	TRIM15
19	33927364	33927625	-1	RN7SL150P
9	22238147	22384487	1	
19	33906352	33908393	1	SUNO1
19	33132090	33175799	1	WDR88
9	126149766	126150828	1	
9	88724936	88739173	1	
14	26367317	26397373	-1	
9	68509620	68634901	-1	LINC01506
14	56813183	57152177	1	OTX2-AS1
3	5250177	5250255	-1	MIR4790
3	5252926	5253223	-1	RN7SL553P
3	5255535	5256761	-1	
3	72321051	72324027	-1	
3	72576691	72576854	1	RNU1-62P
3	72583370	72583535	1	MTCO3P47
3	55487699	55488308	1	WNT5A-AS1
HSCHR6_MHC_APD_CTG1	1658802	1676380	1	RPP21
19	33177603	33208864	1	LRP3
14	102517617	102531291	1	
3	55493830	55505261	-1	
14	73787350	73803628	1	MIDEAS-AS1
3	55610603	55613104	1	
3	55657206	55659382	-1	ERC2-IT1
3	55852492	55852594	-1	MIR3938
3	56072104	56072407	1	RN7SKP45
3	56185104	56185222	1	RNA5SP133
14	25346290	25375225	-1	
3	69535664	69536693	-1	H1-8P1
14	40077357	40216452	-1	
3	69564106	69571172	-1	
11	7698951	7699393	-1	
11	7699562	7699988	-1	
3	69591341	69593121	1	
14	26809340	26836458	1	LINC02293
11	7745990	7746906	1	OR5P4P
3	69769487	69769773	-1	RN7SL418P
11	7772890	7773814	-1	OR5P1P
11	116773389	116774205	1	BUD13-DT
11	116820645	116821541	1	
9	68546771	68595642	1	
11	116820700	116823304	-1	APOA4
4	10184036	10185842	-1	
19	33178056	33178651	1	
3	38845764	39052157	-1	SCN11A
12	80561017	80561560	-1	AKIRIN1P1
8	143039209	143060684	1	LY6S-AS1
19	33207129	33207639	1	
12	80583683	80593701	-1	
4	108167332	108305657	1	LEF1-AS1
19	33340686	33341984	1	RPS3AP50
20	62122444	62136728	1	LSM14B
12	80099537	80380880	1	OTOGL
14	75771518	75774129	-1	
11	117015897	117015992	1	RNY4P6
HSCHR8_3_CTG7	211187	223384	1	
11	117035797	117036051	-1	RPS27P19
14	65152861	65222600	-1	LINC02324
11	117117794	117119181	-1	
19	33360497	33361448	-1	AKR1B1P7
11	5938751	5951347	1	OR56A3
19	33555568	33557470	1	
X	119399336	119454478	1	SLC25A43
19	33589206	33589688	-1	RPL21P131
HSCHR8_3_CTG7	87875	93264	1	TIGD5
19	2269525	2341172	1	
11	5383812	5393263	1	OR51M1
9	68374876	68406500	-1	
HSCHR8_3_CTG7	195293	195938	-1	
HSCHR8_3_CTG7	111843	131885	1	ZNF623
22	24218000	24245748	-1	GGT5
19	2293173	2295781	1	
11	5449323	5456518	1	OR51I2
11	4449295	4450361	1	OR52K2
9	86282156	86341820	1	
14	65102804	65186300	1	
9	68498878	68523112	-1	
19	7636772	7647873	1	STXBP2
11	4482646	4493497	1	OR52K1
X	107774899	107795829	1	NCBP2L
HSCHR8_3_CTG7	265967	267506	1	
9	68343539	68358022	-1	PGM5-AS1
11	4514966	4515924	-1	OR52M2P
14	65134076	65138082	-1	
11	66590176	66593063	-1	CCDC87
X	114584078	114910061	1	HTR2C
14	65203023	65203675	1	
14	64508815	64540369	-1	HSPA2-AS1
11	66614964	66615090	-1	RNU4-39P
11	66616626	66646469	1	RBM14-RBM4
HSCHR8_3_CTG7	56227	63011	-1	MROH6
14	96737881	96738959	-1	
14	97383180	97415108	-1	
14	97409091	97410019	1	
9	68539441	68644442	1	TMEM252-DT
14	79943742	79946206	1	
14	95545999	95582305	1	LINC02318
HSCHR6_MHC_APD_CTG1	3142241	3147687	-1	HSPA1L
9	68547269	68547615	-1	
9	68560815	68561029	1	
11	66712720	66713009	-1	RN7SL12P
HSCHR6_MHC_APD_CTG1	3480957	3486972	-1	PRRT1
9	98191956	98227384	1	
11	66761575	66762399	-1	C1QBPP2
9	101455376	101459836	1	
11	66771246	66771667	-1	FTLP6
9	136232390	136238015	-1	
11	22010402	22170001	-1	
9	73445632	73726699	1	
11	22261209	22262256	-1	
11	129202966	129203070	1	RNU6-874P
11	129295286	129296481	-1	ZNF123P
11	22113448	22117001	1	
11	4545191	4546144	1	OR52M1
11	4571423	4577820	-1	C11orf40
20	50510321	50585241	1	PTPN1
X	85003871	85093315	1	APOOL
11	56597426	56598362	-1	OR5M13P
11	56609236	56614874	-1	OR5M1
11	56619779	56620810	-1	OR5AM1P
11	56628932	56629860	1	OR5M12P
11	56633164	56634103	-1	OR5AP1P
14	30412075	30577622	-1	G2E3-AS1
11	4821321	4822456	1	OR51F2
8	46917847	46919399	1	
12	21828360	21828564	-1	
HSCHR8_3_CTG7	267967	292426	-1	SCRIB
11	124395534	124399024	-1	OR8B3
12	22008348	22008880	1	
HSCHR6_MHC_APD_CTG1	2861266	2862781	1	MCCD1
8	121639293	121994185	1	HAS2-AS1
11	124382394	124384499	-1	OR8B2
HSCHR6_MHC_APD_CTG1	1147035	1148001	-1	
11	7937171	7941708	-1	OR10A3
HSCHR6_MHC_APD_CTG1	2057212	2060006	-1	FLOT1
11	6863057	6874717	1	OR10A2
11	59436469	59451380	1	OR5A1
10	127867881	127868487	1	BUB1P1
12	112905856	112933219	1	OAS1
10	127929376	127934517	-1	
13	113820468	113864123	-1	GAS6
11	4912588	4919350	-1	OR51G2
HSCHR6_MHC_APD_CTG1	292305	293232	-1	OR2AD1P
10	128026878	128029444	-1	
HSCHR6_MHC_APD_CTG1	1692607	1693775	-1	UBQLN1P1
11	4903783	4909462	1	OR51A7
HSCHR6_MHC_APD_CTG1	2943692	2943965	-1	UQCRHP1
X	53048789	53080615	1	GPR173
HSCHR6_MHC_APD_CTG1	704970	706641	1	OR10C1
10	98457077	99235862	-1	HPSE2
11	5880629	5887079	1	OR52E4
HSCHR6_MHC_APD_CTG1	2005896	2017402	-1	PPP1R18
9	73481185	73553801	-1	
11	56274154	56276819	1	OR5T1
11	72551049	72551919	-1	
9	27093582	27102007	1	
14	88002706	88003109	-1	
11	72562044	72562554	1	
9	73591142	73594987	1	
14	30503451	30513065	1	
11	6791736	6799689	-1	OR6A2
9	91825251	91832389	1	
14	35403147	35482864	1	
X	134769566	134797232	-1	PABIR2
9	22667301	23438700	-1	LINC03142
14	98539079	98542859	1	
4	142889858	143184904	-1	USP38-DT
11	4637477	4643060	1	OR51D1
14	35475950	35533972	-1	
14	35404696	35406056	1	
14	25856555	25857997	-1	
11	4643420	4655488	1	OR51E1
14	90642603	90648894	1	TTC7B-AS1
11	6765626	6771976	-1	OR2AG2
14	33217546	33227666	-1	
4	26064298	26104947	1	LINC02357
14	87256783	87530497	1	
HSCHR6_MHC_APD_CTG1	3190275	3195522	-1	NEU1
11	124026798	124030634	1	OR10G8
4	2934876	2961738	1	NOP14-AS1
9	22640681	22824213	1	LINC01239
8	37701174	37733756	1	
14	90449602	90508469	1	LINC00642
11	4942831	4947605	-1	OR51A4
9	65527263	65558037	1	
8	121931952	122127184	-1	
11	71473503	71473568	1	MIR6754
11	71506061	71506380	-1	
8	121668900	121697626	-1	LINC02855
11	71527267	71528669	1	KRTAP5-7
9	98255801	98256684	1	
10	98924499	98924568	-1	MIR6507
10	99013103	99013952	-1	ARL5AP2
11	71538025	71539209	1	KRTAP5-8
10	99047639	99048319	1	RPL7P36
20	44910060	44959035	1	PABPC1L
11	71548420	71549608	1	KRTAP5-9
9	98847172	98877362	-1	
11	71563389	71565608	-1	
10	99782640	99852594	1	ABCC2
11	71565563	71566735	1	KRTAP5-10
8	29654314	29770539	-1	LINC00589
11	71568680	71568934	1	KRTAP5-13P
15	57591908	57714745	1	GCOM1
11	71579728	71579848	-1	KRTAP5-14P
11	71593454	71594382	1	OR7E87P
11	71620020	71621032	1	OR7E4P
11	71629045	71629421	1	VPS51P11
11	512513	518134	1	
19	35224800	35228739	-1	FAM187B
11	528907	529659	1	
3	184710364	184712064	-1	MAGEF1
11	56134721	56140201	-1	OR8J3
19	35232291	35233003	-1	FAM187B2P
19	35262846	35264804	1	
3	185076838	185153060	-1	C3orf70
19	41506152	41506898	1	TPM3P5
11	76404140	76404252	-1	Y_RNA
19	41521043	41521989	-1	PLEKHA3P1
11	57870322	57870571	-1	
19	41545192	41555462	1	
11	57917297	57918239	-1	OR5AZ1P
11	57945598	57946414	-1	OR5BD1P
3	185245460	185246441	-1	EIF2S2P2
11	58005386	58005705	1	CYCSP26
3	185253210	185253272	-1	MIR5588
11	58026706	58026812	-1	RNU6-899P
3	179169083	179169210	-1	
11	57741779	57804771	1	
HSCHR6_MHC_APD_CTG1	2852030	2852841	-1	PPIAP9
3	130811768	130812095	-1	RN7SKP212
19	41551568	41552274	-1	
3	130821184	130823914	1	
HSCHR6_MHC_APD_CTG1	3095411	3097463	1	SAPCD1
19	41605341	41605671	-1	DNAJC19P2
3	130827659	130828376	1	GSTO3P
19	41638569	41638899	-1	DNAJC19P3
19	41639659	41640602	-1	
11	4660853	4661763	-1	OR51A9P
3	130868004	130869357	-1	
4	36418515	36641939	-1	LINC02505
19	41652676	41652963	1	
19	41708657	41756737	1	
3	130899414	130929976	-1	
11	4680171	4697854	-1	OR51E2
3	130914340	130914452	-1	Y_RNA
19	41796587	41811554	1	CEACAM3
9	101605832	101794967	1	
3	130918226	130919120	-1	CSRP2P2
14	94021835	94023295	1	
HSCHR6_MHC_APD_CTG1	4150074	4158843	-1	TAP1
3	130927754	130928276	-1	
14	87215990	87311400	-1	
9	107675110	107693873	1	
3	131092821	131092927	-1	RNU6-726P
11	124012997	124018732	1	OR10G4
9	107548644	107584001	1	
3	190305707	190322446	-1	CLDN1
8	41101185	41143078	1	
9	120017562	120025013	-1	
11	18450112	18450868	-1	
9	1911608	1918779	-1	
14	90483451	90487120	-1	
11	18490243	18490955	-1	YWHABP2
4	169758015	169855536	1	
14	87286898	87287794	-1	
11	18507608	18508820	-1	
9	72365346	72366412	1	
14	90452063	90455231	-1	LINC02317
11	18511043	18511475	-1	
9	134992440	134994046	1	
11	18538885	18539189	1	Metazoa_SRP
9	111969388	112043564	1	
11	18601882	18602649	1	
4	10006478	10073508	1	SLC2A9-AS1
9	487688	495611	1	
8	121962940	121964897	-1	
14	73228283	73232908	1	
11	18606403	18634791	-1	SPTY2D1
8	29637847	29733628	1	
9	21684873	21791422	1	
8	121949131	121949696	1	
14	73242651	73246018	-1	PAPLN-AS1
3	190624595	190625169	1	GCNT1P3
8	29665333	29668100	1	
9	126701173	126705873	-1	
14	73465669	73465956	-1	
9	103718663	103744849	-1	
8	29736418	29737480	-1	
14	73478484	73558947	-1	HEATR4
8	93328392	93347277	1	
3	147386046	147406809	-1	ZIC4
9	106033938	106041395	-1	
9	114951917	115000139	-1	
8	62191088	62249879	-1	
4	108194246	108240000	-1	
9	93978201	94030718	-1	
9	93955469	93992799	1	BARX1-DT
4	169849039	169867377	-1	
8	95122887	95130644	1	
4	169777163	169779452	1	
8	93495651	93511492	1	
4	108169283	108171933	-1	
4	6680936	6693673	-1	LINC02481
11	18665050	18665548	1	SRSF3P1
11	43897456	43899636	1	SEC14L1P1
9	38620474	38624990	1	FAM201A
8	62248255	62248457	1	
4	3743754	3746554	-1	
19	41829692	41830938	1	HNRNPA1P52
8	129708238	129708515	1	
11	43943787	43947206	-1	
4	169773941	169775336	-1	
19	41833686	41835950	-1	
8	50381011	50382275	1	
4	108172796	108173284	-1	
8	11603662	11613195	-1	
11	44047981	44059977	1	ACCSL
19	41837074	41844697	-1	LYPD4
4	6688998	6693304	1	
8	125466939	125541850	1	TRIB1AL
4	148940423	148942441	-1	
9	134251289	134267835	-1	
4	8076576	8086250	1	
4	80303731	80304158	1	
4	127815286	127880786	-1	
8	64369041	64383919	1	MIR124-2HG
9	134266275	134272629	1	
9	37111972	37121165	-1	
4	3941044	3956353	-1	FAM86EP
9	37371336	37371634	1	
19	41844743	41852333	1	DMRTC2
9	42414205	42437470	-1	
9	2652852	2746410	-1	
9	2676190	2678997	1	
9	41273175	41274016	-1	
9	81689713	81820426	1	TLE1-DT
6	65301476	65306574	1	ZC3H11C
6	53561289	53617171	-1	KILH
14	73539011	73543160	-1	
14	73548239	73634454	-1	
HSCHR6_MHC_APD_CTG1	2032572	2042688	1	MDC1-AS1
11	44071462	44072403	1	
HSCHR6_MHC_APD_CTG1	821307	825621	-1	UBD
X	56729219	56819179	1	NBDY
11	44260440	44310139	-1	ALX4
9	66705719	66710932	-1	
10	100105754	100140151	-1	CYP2C23P
9	118514655	118597253	-1	
HSCHR6_MHC_APD_CTG1	2913134	2915101	-1	LTB
9	27445484	27458467	1	
14	19341050	19384587	-1	LINC01297
8	88552692	88598884	-1	
9	135204722	135237681	-1	
8	40033774	40034456	1	
10	100114417	100115223	-1	TPM4P1
X	41724181	41730130	1	GPR82
8	54357032	54367481	-1	
10	100143065	100143995	-1	SPCS2P2
11	8679089	8680913	1	
9	130259222	130266782	-1	
10	100190036	100190747	1	
11	8684227	8684356	1	SNORA3A
8	33513466	33513589	1	
11	8685439	8685569	1	SNORA3B
11	8693357	8696607	1	
6	53647916	53665756	-1	KLHL31
10	100237156	100237302	-1	SNORA12
8	88659863	88676681	-1	
10	100248271	100249095	1	PHB1P9
10	100258571	100258677	1	RNU6-422P
9	27495857	27498251	-1	
11	102835801	102843609	-1	MMP3
8	6835515	6885358	1	GS1-24F4.2
10	100288149	100330264	-1	PKD2L1
X	50586796	50814302	-1	SHROOM4
6	116511639	116524788	1	CALHM5
9	90020654	90041499	-1	MIR4290HG
6	116529013	116561127	1	CALHM4
14	19420975	19425017	1	
9	132098183	132098876	-1	
19	41869627	41869698	1	MIR6797
19	41907704	41928449	-1	ERFL
14	19482113	19489793	1	
9	25891608	25892036	-1	
9	33348727	33351601	-1	
14	19499737	19677923	1	
19	41956879	41994232	-1	
9	92670317	92674543	1	
9	103361952	103429892	-1	
HSCHR6_MHC_APD_CTG1	3726194	3739359	-1	BTNL2
9	68298485	68306386	-1	
9	68222231	68229312	1	
19	41877279	41881372	1	CD79A
14	19681026	19684739	1	
20	3227417	3239580	-1	SLC4A11
9	131233626	131234261	-1	
9	68305989	68330626	1	LINC03025
14	19954490	19957996	1	
14	20100286	20101085	-1	
14	20305730	20306811	1	
8	13067153	13076497	-1	
6	116571409	116597675	1	RWDD1
14	52640839	52641566	1	
14	88143167	88180198	1	KCNK10-AS1
9	102873937	102874570	1	
8	6859027	6865578	-1	
9	72035344	72090344	1	
8	6805567	6811210	1	
8	6843417	6844878	-1	
9	136363316	136374931	1	
HSCHR6_MHC_APD_CTG1	3110129	3128564	-1	VARS1
8	19758330	19817358	-1	
9	68702529	68705117	-1	
12	112978395	113011723	1	OAS2
9	125199071	125201008	-1	
9	131346585	131350562	-1	
5	59314110	59314800	1	
9	131372152	131373468	-1	
9	128528603	128552494	-1	
5	59528861	59529251	1	NDUFB4P2
HSCHR8_3_CTG7	32150	32438	1	RN7SKP175
14	88024512	88145729	1	HISLA
5	59703606	59703703	-1	MIR582
3	9793082	9835401	1	ARPC4-TTLL3
5	60304047	60304151	-1	RNU6-806P
8	19758907	19761884	1	
5	60429903	60430276	-1	RPL31P8
8	19765610	19767793	1	
5	60487713	60487929	1	
19	11408772	11408880	1	Y_RNA
5	60488078	60488327	1	
9	30914816	30925279	-1	
8	134267258	134293612	1	
19	11495544	11495622	-1	MIR7974
19	11516047	11516330	-1	RN7SL833P
5	60546219	60546349	1	
8	24235845	24245421	1	
5	60630514	60630973	1	CAB39P1
19	47819779	47843330	1	CRX
9	103945549	104093073	-1	SMC2-DT
8	134715820	134832014	-1	
5	60743563	60744970	-1	KRT8P31
5	140711275	140711373	1	VTRNA1-1
5	140718925	140719013	1	VTRNA1-2
11	102862736	102874982	-1	MMP12
5	140726158	140726246	1	VTRNA1-3
5	18049550	18049872	1	RPL36AP21
5	18049232	18049661	1	
5	73410064	73410430	1	
5	151765897	151766239	-1	RPLP1P6
5	179694197	179694768	1	HMGB3P22
5	137757879	137759897	-1	
5	176124006	176125203	1	
X	6533618	6535118	-1	VCX3A
5	135934368	135941671	1	FBXL21P
11	102880492	102880846	1	BOLA3P1
8	30229467	30254592	-1	
11	102903892	102903953	-1	RNU7-159P
11	102963460	102966628	-1	
8	101410251	101435770	1	
11	103045237	103045712	1	RPL21P96
5	135930317	135951591	1	
8	134756512	134765233	1	
11	103050687	103055799	-1	
8	103109357	103110715	1	
11	103252217	103293705	-1	
11	103402013	103402586	-1	MTCO3P15
8	132202988	132203504	1	
8	34921515	34939678	-1	
11	103402588	103403422	-1	MTATP6P15
9	103999332	104085929	1	LINC03094
8	59158068	59161430	-1	
8	27171914	27210786	1	
19	47801232	47819051	-1	TPRX1
8	86333274	86343429	-1	WWP1-AS1
19	24146701	24147081	1	LINC03085
11	103403512	103404167	-1	MTCO2P15
19	57535257	57559863	-1	ZNF550
11	103404309	103405834	-1	MTCO1P15
9	74123425	74499127	-1	RORB-AS1
8	37318330	37337256	1	
10	75269392	75269545	-1	RPL39P25
8	60653750	60655519	1	
10	75276376	75276646	-1	HMGA1P5
3	49416777	49429314	-1	
8	143995040	144007597	-1	
10	75288333	75288682	-1	
8	37326538	37331991	-1	
11	103406213	103407241	-1	MTND2P26
10	75382393	75382844	-1	SPA17P1
10	75397830	75401764	-1	ZNF503
5	140569962	140594570	-1	
11	103407441	103408376	-1	MTND1P36
5	141426286	141429158	1	PCDHGB8P
HSCHR8_4_CTG1	19242	106178	1	DLGAP2
X	54931434	54998534	-1	PFKFB1
5	82295449	82318300	1	ATP6AP1L
11	103409580	103409657	-1	
8	60629662	60653984	-1	
HSCHR8_4_CTG1	6779	7468	-1	
10	75431624	76560168	1	LRMDA
11	34742906	34743199	1	
HSCHR8_4_CTG1	20139	21965	1	
5	137808211	137809322	1	NPY6R
11	45240302	45286341	-1	SYT13
HSCHR8_4_CTG1	12731	19697	-1	ERICH1
9	129460587	129461344	1	
9	61173501	61175669	1	
5	136028988	136063818	1	TGFBI
9	88681094	88682672	-1	
8	122783962	122789210	1	
9	29304746	29450789	-1	
8	122782267	122782531	-1	
8	48780750	48824062	1	
9	38426647	38543880	1	
8	98183766	98185862	-1	
8	114281894	114321122	1	
19	47859235	47861721	1	TPRX2
11	799179	809753	-1	PIDD1
10	75450081	75451725	1	
19	40717112	40740860	1	ITPKC
10	75552458	75552553	1	MIR606
6	116616479	116632985	1	RSPH4A
10	75592644	75628120	1	
10	75642476	75643106	1	
10	75742740	75743755	1	
10	76242022	76242301	-1	RN7SL518P
12	121053732	121059670	-1	OASL2P
10	76260800	76260903	-1	RNU6-673P
10	76270206	76270800	1	
12	121079842	121080124	1	PPDPFP2
10	76437408	76438775	-1	
12	121107043	121107174	1	SNORA70
10	62804720	62808479	1	ADO
3	49416778	49422685	-1	AMT
9	87751734	87759351	-1	
12	121107220	121107490	1	
9	115252524	115262559	-1	
6	31686962	31714072	-1	
12	45200817	45201551	1	
10	102642792	102644140	-1	TRIM8-DT
12	45256473	45256726	1	
9	96219116	96219976	1	
8	141599911	141605610	-1	
12	45444766	45445438	1	MESDP1
8	114247273	114285484	-1	
9	107638100	107648888	1	
12	45554590	45554659	-1	U6
12	32396050	32396147	-1	Y_RNA
8	2205468	2216056	-1	
9	120386661	120415125	1	
12	32477382	32477471	-1	RNU6-494P
10	91798426	91865475	1	TNKS2
12	32692504	32692848	-1	
9	18437883	18439284	1	
8	64396681	64463155	-1	
12	32705403	32705506	-1	Y_RNA
12	32725248	32725660	-1	
6	107697299	107700218	-1	
12	32726383	32727387	-1	
6	107930088	107930182	1	RNU6-437P
12	32728169	32729024	-1	
6	107931800	107932254	1	RPL23AP50
8	95692515	95848880	-1	
9	114811627	114820918	-1	
12	32736930	32737660	-1	
6	107957413	107959986	1	
HSCHR6_MHC_APD_CTG1	3096922	3098200	-1	SAPCD1-AS1
12	110387463	110445548	-1	
6	107985089	107985690	-1	
HSCHR6_MHC_APD_CTG1	3216376	3216669	1	
9	37405206	37415261	-1	
6	107985659	107985773	-1	SNORA73
19	10305427	10316009	-1	
6	107985811	107986031	-1	MTHFD2P3
HSCHR6_MHC_APD_CTG1	730257	735467	-1	UBDP1
12	110429959	110430282	-1	HMGA1P3
HSCHR6_MHC_APD_CTG1	3510956	3513395	1	RNF5
9	107732939	107782175	1	
8	95396785	95397362	-1	
6	31546870	31558829	1	NFKBIL1
12	110460988	110461362	1	RPL31P49
8	19267722	19311948	1	
9	107732595	107736336	-1	
8	140104701	140105287	1	
8	11887151	11897438	-1	
12	110491083	110502111	-1	VPS29
9	123221544	123224123	1	
8	15051030	15120558	-1	
19	7629796	7647477	1	
9	134286340	134288035	-1	
8	20079114	20124857	1	
9	89825951	90019549	1	
8	79769372	79871784	-1	
19	12833951	12874952	1	MAST1
8	20089289	20090105	-1	
8	20570821	20666398	1	
8	5255521	5301671	-1	
HSCHR6_MHC_APD_CTG1	3130007	3139596	-1	LSM2
8	20652548	20700152	-1	
8	124462485	124474616	-1	RNF139-DT
12	110496352	110496421	-1	
12	110501614	110503441	1	
HSCHR8_4_CTG7	56204	56891	-1	
9	20622710	20624434	-1	
HSCHR8_4_CTG7	76023	78566	1	LY6L
9	19102994	19105106	1	
HSCHR8_4_CTG7	153499	156296	-1	LY6H
12	110501655	110533556	1	RAD9B
9	122076664	122120653	1	
4	3046139	3074624	-1	HTT-AS
10	91896704	91896897	1	
8	111093260	111236230	-1	LINC01609
10	91906584	91909486	-1	FGFBP3
6	37091314	37091806	1	RPL12P2
4	99950006	100195099	1	H2AZ1-DT
HSCHR6_MHC_APD_CTG1	722841	729989	1	OR2H1
10	91908131	91909348	1	
6	137693068	137700415	1	
6	137705423	137707201	-1	PTPN11P3
10	114821744	114899832	1	FHIP2A
9	75391175	75457111	1	
6	137784374	137784486	1	Y_RNA
6	144094884	144095573	-1	SF3B5
9	39321271	39322483	1	
9	372141	375174	-1	
6	144136450	144136775	1	MRPL42P3
9	1045271	1048641	1	LINC-ADAIN
6	32150495	32154373	-1	
9	94332450	94371368	1	
11	77660009	77820869	-1	RSF1
6	83067666	83171350	1	DOP1A
HSCHR6_MHC_APD_CTG1	3148086	3150568	1	HSPA1A
8	74347634	74350316	-1	
13	113759194	113816995	1	TMEM255B
19	48061371	48064945	1	PLA2G4C-AS1
8	100149569	100150581	-1	
HSCHR8_4_CTG7	29497	50230	1	LY6S-AS1
8	124610503	124613475	1	
8	111041253	111101805	1	
8	130558288	130655712	-1	
HSCHR6_MHC_APD_CTG1	3497184	3500883	1	EGFL8
19	48198107	48199720	-1	
9	70985133	70987270	1	
9	81587664	81590158	1	
5	136080470	136080597	-1	VTRNA2-1
19	32963499	32963865	1	RPL31P60
9	94909065	94909908	-1	
5	136129516	136129781	1	
9	111003887	111039071	-1	
5	136133696	136133826	1	
8	124492019	124493330	1	
5	136133912	136134035	1	
5	136134082	136134248	1	
8	109522450	109540116	-1	
9	111037549	111040564	1	
5	136191468	136193162	-1	SMIM32
4	187532873	187672755	-1	LINC02492
19	32972209	32978229	1	FAAP24
5	87294189	87294473	-1	RN7SL629P
5	87299687	87299797	-1	RNU6-606P
5	87420341	87420447	-1	RNU6-727P
5	181367268	181368262	1	OR4F3
9	91851604	91852976	-1	
8	130550546	130583393	1	
8	117387008	117408834	1	
9	118807836	118808862	-1	
8	49077318	49110169	-1	
9	6622818	6623631	1	
5	141155996	141159061	1	
9	124262795	124270544	1	
5	141177790	141182369	1	PCDHB8
8	97321879	97326404	1	
8	49086301	49229174	1	
9	72445516	72500722	1	
5	141234333	141237529	1	PCDHB18P
HSCHR8_4_CTG7	8270	14120	1	LY6E
5	141240121	141243034	1	
5	17525235	17525831	1	TAF11L5
9	124273727	124274420	1	
5	17518367	17518963	1	TAF11L3
9	76328327	76334090	-1	
9	16881714	16882559	-1	
5	17585162	17585758	-1	TAF11L7
9	88527959	88534515	-1	
5	17590364	17590960	-1	TAF11L8
5	17632088	17632684	1	TAF11L13
5	17521801	17522397	1	TAF11L4
9	89614579	89619111	1	
9	79299836	79307558	1	
5	17528669	17529265	1	TAF11L6
19	14789260	14835376	-1	OR7C1
8	141433946	141437958	1	
9	84059298	84099169	1	
10	106550106	106551121	1	RPL23AP59
5	17597232	17597828	-1	TAF11L10
10	106573663	107164706	-1	SORCS1
20	44966494	45084214	1	STK4
5	17593798	17594394	-1	TAF11L9
5	17498231	17498827	1	TAF11L2
5	17634460	17635053	1	TAF11L14
5	179522483	179525074	1	
9	72305219	72364194	1	LINC01504
5	179679032	179694649	1	
5	112546973	112547505	1	TMEM183AP6
11	7689437	7706477	-1	OVCH2
8	30888768	30901686	1	
5	97056402	97057358	-1	SETP22
5	97175950	97176113	-1	RNU1-73P
HSCHR6_MHC_APD_CTG1	2049704	2054929	1	TUBB
8	24920286	24942554	-1	
19	18207965	18248200	-1	PDE4C
5	55851357	55922854	1	IL31RA
8	141389886	141392574	-1	ASTILCS
4	3032987	3041504	-1	
4	164956946	164959122	1	FAM218A
8	40929833	40953497	-1	
4	187613567	187712329	1	
8	50926482	50934780	-1	
11	123939617	123940573	1	OR4D5
11	55819630	55820571	1	OR5D18
8	17692322	17764162	1	
11	56346039	56346998	1	OR8K1
8	41660991	41667226	1	
11	56093308	56094240	1	OR8I2
11	56663686	56664618	1	OR5AR1
11	55343201	55344187	1	OR4A16
10	106970021	106970150	1	RNA5SP325
